"Margin","Quantity sold","Sales revenue","State","City","Year","Quarter","Lines","Category","SKU number","Month","Month Name"
"101.7","11","1239","DC","Washington","2017","Q1","City Skirts","Full length","182919","2","February"
"-191.3","9","691","DC","Washington","2017","Q1","City Skirts","Full length","182919","3","March"
"144.1","3","507","DC","Washington","2017","Q1","City Skirts","Mini city","183592","1","January"
"73.2","6","774","DC","Washington","2017","Q1","City Skirts","Mini city","183592","2","February"
"-21.8","2","198","DC","Washington","2017","Q1","City Skirts","Mini city","183592","3","March"
"87","1","199","DC","Washington","2017","Q1","City Skirts","Mini city","184215","1","January"
"124.2","2","338","DC","Washington","2017","Q1","City Skirts","Mini city","184215","3","March"
"130.5","1","249","DC","Washington","2017","Q1","City Trousers","Long lounge pants","185125","2","February"
"320.7","5","845","DC","Washington","2017","Q1","City Trousers","Long lounge pants","185125","3","March"
"733.7","13","1908","DC","Washington","2017","Q1","Dresses","Casual dresses","182331","1","January"
"407.3","10","1280","DC","Washington","2017","Q1","Dresses","Casual dresses","182331","2","February"
"165.3","8","852","DC","Washington","2017","Q1","Dresses","Casual dresses","182331","3","March"
"20.8","1","149","DC","Washington","2017","Q1","Dresses","Evening wear","173658","2","February"
"29.9","3","297","DC","Washington","2017","Q1","Dresses","Evening wear","177376","1","January"
"78.6","2","258","DC","Washington","2017","Q1","Dresses","Skirts","177497","1","January"
"14.4","1","99","DC","Washington","2017","Q1","Dresses","Skirts","177497","2","February"
"14.4","1","99","DC","Washington","2017","Q1","Dresses","Skirts","177497","3","March"
"53.5","4","456","DC","Washington","2017","Q1","Dresses","Skirts","178835","1","January"
"-31.2","2","158","DC","Washington","2017","Q1","Dresses","Skirts","178835","3","March"
"891.9","16","2064","DC","Washington","2017","Q1","Dresses","Skirts","179740","1","January"
"808","16","1944","DC","Washington","2017","Q1","Dresses","Skirts","179740","2","February"
"202.7","7","674","DC","Washington","2017","Q1","Dresses","Skirts","179740","3","March"
"40.9","1","149","DC","Washington","2017","Q1","Dresses","Skirts","181009","1","January"
"23.7","2","228","DC","Washington","2017","Q1","Dresses","Skirts","181009","3","March"
"84.6","3","297","DC","Washington","2017","Q1","Dresses","Sweater dresses","178903","1","January"
"28.4","1","99","DC","Washington","2017","Q1","Dresses","Sweater dresses","178903","2","February"
"39.7","2","178","DC","Washington","2017","Q1","Dresses","Sweater dresses","178903","3","March"
"201.7","3","472","DC","Washington","2017","Q1","Dresses","Sweater dresses","183720","1","January"
"69.2","4","396","DC","Washington","2017","Q1","Dresses","Sweater dresses","183720","2","February"
"5","1","79","DC","Washington","2017","Q1","Dresses","Sweater dresses","183720","3","March"
"155.3","2","298","DC","Washington","2017","Q1","Jackets","Boatwear","185203","1","January"
"39.2","2","158","DC","Washington","2017","Q1","Jackets","Boatwear","185203","3","March"
"301.1","4","626","DC","Washington","2017","Q1","Jackets","Fancy fabric","185403","1","January"
"0","0","0","DC","Washington","2017","Q1","Jackets","Fancy fabric","185403","2","February"
"168.9","3","401","DC","Washington","2017","Q1","Jackets","Fancy fabric","185403","3","March"
"593.6","21","3179","DC","Washington","2017","Q1","Shirt Waist","2 Pocket shirts","177380","1","January"
"69.2","4","556","DC","Washington","2017","Q1","Shirt Waist","2 Pocket shirts","177380","2","February"
"-58.9","4","396","DC","Washington","2017","Q1","Shirt Waist","2 Pocket shirts","177380","3","March"
"-5.3","1","99","DC","Washington","2017","Q1","Shirt Waist","Long sleeve","177248","1","January"
"-4.9","1","99","DC","Washington","2017","Q1","Shirt Waist","Long sleeve","177248","2","February"
"-43","2","158","DC","Washington","2017","Q1","Shirt Waist","Long sleeve","177248","3","March"
"269","3","537","DC","Washington","2017","Q1","Shirt Waist","Long sleeve","186108","1","January"
"89.7","1","179","DC","Washington","2017","Q1","Shirt Waist","Long sleeve","186108","3","March"
"-27.4","3","327","DC","Washington","2017","Q1","Shirt Waist","Short sleeve","173974","1","January"
"-106.1","3","237","DC","Washington","2017","Q1","Shirt Waist","Short sleeve","173974","3","March"
"49.8","4","426","DC","Washington","2017","Q1","Shirt Waist","Short sleeve","177875","1","January"
"1022.8","33","3187","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","179739","1","January"
"936.7","33","3067","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","179739","2","February"
"280.4","12","1058","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","179739","3","March"
"59.5","1","169","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","181248","1","January"
"58.5","6","654","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","181248","2","February"
"-90.8","6","474","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","181248","3","March"
"112.9","1","249","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","183572","1","January"
"30","1","149","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","183572","2","February"
"-11.5","1","99","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","183572","3","March"
"73.6","1","149","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","183801","3","March"
"354.8","4","676","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","183869","1","January"
"150.1","3","367","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","183869","3","March"
"24.3","1","129","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","184352","2","February"
"-0.6","1","99","DC","Washington","2017","Q1","Sweat-T-Shirts","Sweats","184352","3","March"
"80.6","1","189","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","166544","1","January"
"93.8","1","199","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","166544","2","February"
"50.4","1","149","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","166544","3","March"
"3712.3","48","9072","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","177264","1","January"
"1327","17","3213","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","177264","2","February"
"1142.5","37","4943","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","177264","3","March"
"49.4","2","198","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","177275","1","January"
"20.2","1","99","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","177275","2","February"
"22","1","129","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","179204","2","February"
"9.2","2","258","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","180030","2","February"
"-20.3","1","99","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","180030","3","March"
"6.8","1","99","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","180368","2","February"
"-21.9","2","142","DC","Washington","2017","Q1","Sweat-T-Shirts","T-Shirts","180372","2","February"
"58.5","1","169","DC","Washington","2017","Q1","Sweaters","Soft fabric","177325","1","January"
"280.8","11","1419","DC","Washington","2017","Q1","Sweaters","Soft fabric","178628","1","January"
"76.6","3","387","DC","Washington","2017","Q1","Sweaters","Soft fabric","178628","2","February"
"2.1","3","297","DC","Washington","2017","Q1","Sweaters","Soft fabric","178628","3","March"
"10.2","1","79","DC","Washington","2017","Q1","Sweaters","Soft fabric","178788","1","January"
"31.8","4","296","DC","Washington","2017","Q1","Sweaters","Soft fabric","178788","2","February"
"-6.4","1","59","DC","Washington","2017","Q1","Sweaters","Soft fabric","178788","3","March"
"-27.4","5","555","DC","Washington","2017","Q1","Sweaters","Soft fabric","179169","1","January"
"-6.1","2","228","DC","Washington","2017","Q1","Sweaters","Soft fabric","179169","2","February"
"-30.9","2","198","DC","Washington","2017","Q1","Sweaters","Soft fabric","179169","3","March"
"268.7","4","676","DC","Washington","2017","Q1","Sweaters","Soft fabric","184561","1","January"
"10.2","1","99","DC","Washington","2017","Q1","Sweaters","Soft fabric","184561","2","February"
"11.2","3","277","DC","Washington","2017","Q1","Sweaters","Soft fabric","184561","3","March"
"231.4","7","783","DC","Washington","2017","Q1","Sweaters","Turtleneck","181756","1","January"
"418.9","24","2226","DC","Washington","2017","Q1","Sweaters","Turtleneck","181756","2","February"
"258.9","28","2340","DC","Washington","2017","Q1","Sweaters","Turtleneck","181756","3","March"
"181.6","5","590","DC","Washington","2017","Q1","Sweaters","Turtleneck","182330","1","January"
"567.2","13","1677","DC","Washington","2017","Q1","Sweaters","Turtleneck","182330","2","February"
"186.1","9","891","DC","Washington","2017","Q1","Sweaters","Turtleneck","182330","3","March"
"9.9","1","99","DC","Washington","2017","Q1","Trousers","Party pants","169301","2","February"
"6.3","2","228","DC","Washington","2017","Q1","Trousers","Party pants","173941","1","January"
"-33.5","2","178","DC","Washington","2017","Q1","Trousers","Party pants","173941","3","March"
"-1.4","2","198","DC","Washington","2017","Q1","Trousers","Party pants","181252","3","March"
"100.8","36","2257","DC","Washington","2017","Q2","Accessories","Belts,bags,wallets","138627","4","April"
"-292.7","12","758","DC","Washington","2017","Q2","Accessories","Belts,bags,wallets","143848","4","April"
"374.9","9","1041","DC","Washington","2017","Q2","Accessories","Belts,bags,wallets","146552","5","May"
"3592.5","72","9144","DC","Washington","2017","Q2","Accessories","Belts,bags,wallets","146552","6","June"
"328.8","14","1032","DC","Washington","2017","Q2","Accessories","Belts,bags,wallets","151807","6","June"
"8.6","2","198","DC","Washington","2017","Q2","Accessories","Belts,bags,wallets","177860","4","April"
"-147.1","3","217","DC","Washington","2017","Q2","Accessories","Hair accessories","148032","6","June"
"-212.9","14","939","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","143269","4","April"
"-132","8","533","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","143994","4","April"
"-163.1","7","442","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","143995","4","April"
"153.1","4","913","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","144100","4","April"
"8318.4","129","18049","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","144290","4","April"
"2481.5","39","4840","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","144945","5","May"
"16.1","6","599","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","146378","5","May"
"213.6","6","498","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","148353","6","June"
"131.1","4","509","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","149121","6","June"
"785.9","10","1503","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","155716","6","June"
"66.1","1","149","DC","Washington","2017","Q2","Accessories","Hats,gloves,scarves","187901","4","April"
"-30.1","1","63","DC","Washington","2017","Q2","Accessories","Jewelry","140515","4","April"
"-39","2","126","DC","Washington","2017","Q2","Accessories","Jewelry","143847","4","April"
"-84.4","1","118","DC","Washington","2017","Q2","Accessories","Jewelry","144102","4","April"
"39.5","2","247","DC","Washington","2017","Q2","Accessories","Jewelry","144289","4","April"
"1710.6","23","3359","DC","Washington","2017","Q2","Accessories","Jewelry","145403","5","May"
"5917.1","88","14492","DC","Washington","2017","Q2","Accessories","Jewelry","145404","5","May"
"11.9","4","509","DC","Washington","2017","Q2","Accessories","Jewelry","147070","6","June"
"-315.4","9","1063","DC","Washington","2017","Q2","Accessories","Jewelry","148002","6","June"
"4311.4","108","11761","DC","Washington","2017","Q2","Accessories","Jewelry","149110","6","June"
"3470.1","30","6775","DC","Washington","2017","Q2","Accessories","Jewelry","155570","6","June"
"10768.6","135","22047","DC","Washington","2017","Q2","Accessories","Jewelry","155939","6","June"
"-1","1","79","DC","Washington","2017","Q2","Accessories","Jewelry","185114","4","April"
"66.1","3","212","DC","Washington","2017","Q2","Accessories","Lounge wear","150850","6","June"
"428.1","6","839","DC","Washington","2017","Q2","Accessories","Lounge wear","155576","6","June"
"7.5","1","99","DC","Washington","2017","Q2","Accessories","Lounge wear","182488","4","April"
"19.8","6","554","DC","Washington","2017","Q2","Accessories","Lounge wear","183861","4","April"
"102.5","4","396","DC","Washington","2017","Q2","Accessories","Samples","182343","4","April"
"6.4","2","208","DC","Washington","2017","Q2","City Skirts","Full length","182919","4","April"
"87.4","7","655","DC","Washington","2017","Q2","City Skirts","Mini city","128390","4","April"
"-12.9","7","442","DC","Washington","2017","Q2","City Trousers","Long lounge pants","142905","4","April"
"6.1","1","99","DC","Washington","2017","Q2","City Trousers","Long lounge pants","185125","4","April"
"-159.7","13","1319","DC","Washington","2017","Q2","Dresses","Casual dresses","143903","4","April"
"17","1","99","DC","Washington","2017","Q2","Dresses","Casual dresses","182331","4","April"
"277.7","4","516","DC","Washington","2017","Q2","Dresses","Casual dresses","187904","4","April"
"-5.1","1","99","DC","Washington","2017","Q2","Dresses","Skirts","179075","4","April"
"29","1","99","DC","Washington","2017","Q2","Dresses","Skirts","179740","4","April"
"6.5","3","237","DC","Washington","2017","Q2","Dresses","Sweater dresses","183720","4","April"
"39.2","2","158","DC","Washington","2017","Q2","Jackets","Boatwear","185203","4","April"
"27.5","1","99","DC","Washington","2017","Q2","Jackets","Fancy fabric","185403","4","April"
"116.7","2","300","DC","Washington","2017","Q2","Shirt Waist","2 Pocket shirts","146379","5","May"
"-21.5","1","79","DC","Washington","2017","Q2","Shirt Waist","Long sleeve","177248","4","April"
"1102.5","13","2537","DC","Washington","2017","Q2","Shirt Waist","Long sleeve","186370","4","April"
"11.5","1","79","DC","Washington","2017","Q2","Sweat-T-Shirts","Sweats","179739","4","April"
"-15.1","1","79","DC","Washington","2017","Q2","Sweat-T-Shirts","Sweats","181248","4","April"
"61.4","2","198","DC","Washington","2017","Q2","Sweat-T-Shirts","Sweats","183869","4","April"
"-1.1","2","198","DC","Washington","2017","Q2","Sweat-T-Shirts","Sweats","184352","4","April"
"1585.2","29","3742","DC","Washington","2017","Q2","Sweat-T-Shirts","T-Shirts","144944","5","May"
"97.3","4","496","DC","Washington","2017","Q2","Sweat-T-Shirts","T-Shirts","177264","4","April"
"112.9","1","229","DC","Washington","2017","Q2","Sweat-T-Shirts","T-Shirts","189479","4","April"
"823.9","17","2348","DC","Washington","2017","Q2","Sweaters","Cardigan","144940","4","April"
"1517","102","10999","DC","Washington","2017","Q2","Sweaters","Cardigan","144940","5","May"
"371.5","2","448","DC","Washington","2017","Q2","Sweaters","Cardigan","187710","4","April"
"209.8","3","464","DC","Washington","2017","Q2","Sweaters","Soft fabric","148622","6","June"
"0.7","1","99","DC","Washington","2017","Q2","Sweaters","Soft fabric","178628","4","April"
"10.2","1","99","DC","Washington","2017","Q2","Sweaters","Soft fabric","184561","4","April"
"20.8","1","99","DC","Washington","2017","Q2","Trousers","Jeans","184264","4","April"
"779.5","8","1576","DC","Washington","2017","Q3","Accessories","Belts,bags,wallets","162541","9","September"
"606.4","11","1474","DC","Washington","2017","Q3","Accessories","Belts,bags,wallets","163584","9","September"
"16.8","8","780","DC","Washington","2017","Q3","Accessories","Hats,gloves,scarves","159454","8","August"
"933","11","1529","DC","Washington","2017","Q3","Accessories","Hats,gloves,scarves","159908","8","August"
"307.1","3","491","DC","Washington","2017","Q3","Accessories","Hats,gloves,scarves","160209","8","August"
"2462.5","42","5033","DC","Washington","2017","Q3","Accessories","Hats,gloves,scarves","160209","9","September"
"410.2","5","778","DC","Washington","2017","Q3","Accessories","Hats,gloves,scarves","162542","9","September"
"26269.5","352","57026","DC","Washington","2017","Q3","Accessories","Jewelry","155939","7","July"
"744","27","3219","DC","Washington","2017","Q3","Accessories","Jewelry","156173","7","July"
"1746.7","21","3206","DC","Washington","2017","Q3","Accessories","Jewelry","159438","8","August"
"4645.7","89","11571","DC","Washington","2017","Q3","Accessories","Jewelry","159705","8","August"
"1743.8","26","3076","DC","Washington","2017","Q3","Accessories","Jewelry","159907","8","August"
"392","7","1093","DC","Washington","2017","Q3","Accessories","Jewelry","160370","9","September"
"1736.4","27","4116","DC","Washington","2017","Q3","Accessories","Jewelry","160371","9","September"
"145","8","1138","DC","Washington","2017","Q3","Accessories","Jewelry","160812","9","September"
"754.7","7","1440","DC","Washington","2017","Q3","Accessories","Lounge wear","159421","8","August"
"305.4","6","673","DC","Washington","2017","Q3","Accessories","Lounge wear","160556","9","September"
"1670.5","21","3065","DC","Washington","2017","Q3","Accessories","Lounge wear","161363","9","September"
"1171.5","17","2401","DC","Washington","2017","Q3","Dresses","Casual dresses","162655","9","September"
"317.6","6","763","DC","Washington","2017","Q3","Dresses","Casual dresses","163506","9","September"
"1501.3","17","3071","DC","Washington","2017","Q3","Jackets","Fancy fabric","157518","7","July"
"238.7","9","856","DC","Washington","2017","Q3","Jackets","Outdoor","162674","9","September"
"1466.5","20","3095","DC","Washington","2017","Q3","Jackets","Outdoor","163907","9","September"
"6414.8","134","14892","DC","Washington","2017","Q3","Outerwear","Day wear","158152","7","July"
"2131.3","55","5514","DC","Washington","2017","Q3","Outerwear","Day wear","158152","8","August"
"724.3","28","2294","DC","Washington","2017","Q3","Outerwear","Hats,gloves,scarves","157599","7","July"
"182.3","3","531","DC","Washington","2017","Q3","Shirt Waist","Short sleeve","164962","9","September"
"4100.5","65","8717","DC","Washington","2017","Q3","Shirt Waist","Short sleeve","165170","9","September"
"328","11","1382","DC","Washington","2017","Q3","Sweat-T-Shirts","T-Shirts","164356","9","September"
"340.6","7","841","DC","Washington","2017","Q3","Trousers","Jeans","163490","9","September"
"1374.8","28","4023","DC","Washington","2017","Q3","Trousers","Party pants","156171","7","July"
"540.8","5","1232","DC","Washington","2017","Q4","Accessories","Hats,gloves,scarves","167106","12","December"
"212.6","9","1147","DC","Washington","2017","Q4","Accessories","Lounge wear","167119","12","December"
"1340.4","10","2235","DC","Washington","2017","Q4","City Skirts","Full length","167846","12","December"
"875.6","7","1455","DC","Washington","2017","Q4","City Trousers","Long lounge pants","168230","12","December"
"10527.7","177","22388","DC","Washington","2017","Q4","Dresses","Evening wear","166699","11","November"
"3409.4","59","7349","DC","Washington","2017","Q4","Dresses","Evening wear","166699","12","December"
"2666.8","52","6657","DC","Washington","2017","Q4","Dresses","Sweater dresses","167017","12","December"
"1869.4","19","3771","DC","Washington","2017","Q4","Jackets","Outdoor","167681","12","December"
"596.5","7","1404","DC","Washington","2017","Q4","Overcoats","Wet wear","167727","12","December"
"1216.4","12","2581","DC","Washington","2017","Q4","Shirt Waist","2 Pocket shirts","166583","11","November"
"7238.5","60","14172","DC","Washington","2017","Q4","Shirt Waist","Long sleeve","166553","11","November"
"4817.4","94","10934","DC","Washington","2017","Q4","Shirt Waist","Long sleeve","167042","12","December"
"2730.6","38","5470","DC","Washington","2017","Q4","Shirt Waist","Short sleeve","165170","10","October"
"177.9","3","455","DC","Washington","2017","Q4","Shirt Waist","Short sleeve","165197","10","October"
"405.7","8","1103","DC","Washington","2017","Q4","Shirt Waist","Short sleeve","166136","10","October"
"12240.1","97","19977","DC","Washington","2017","Q4","Shirt Waist","Short sleeve","166550","10","October"
"2158.3","17","3566","DC","Washington","2017","Q4","Shirt Waist","Short sleeve","166550","11","November"
"140.9","1","228","DC","Washington","2017","Q4","Sweat-T-Shirts","Sweats","167731","12","December"
"56710.5","716","116308","DC","Washington","2017","Q4","Sweat-T-Shirts","T-Shirts","166544","10","October"
"1147.8","9","1888","DC","Washington","2017","Q4","Sweat-T-Shirts","T-Shirts","167695","12","December"
"1273.8","16","2861","DC","Washington","2017","Q4","Sweat-T-Shirts","T-Shirts","167809","12","December"
"1480","16","3238","DC","Washington","2017","Q4","Trousers","Jeans","166579","11","November"
"1034.5","28","3329","DC","Washington","2018","Q1","Accessories","Belts,bags,wallets","169253","1","January"
"1112.4","17","3259","DC","Washington","2018","Q1","Accessories","Hair accessories","169478","1","January"
"251.5","3","514","DC","Washington","2018","Q1","Accessories","Hats,gloves,scarves","169254","1","January"
"-135.2","-1","-136","DC","Washington","2018","Q1","City Skirts","Full length","173115","2","February"
"246.3","3","546","DC","Washington","2018","Q1","City Trousers","Bermudas","169571","1","January"
"379.8","10","1374","DC","Washington","2018","Q1","City Trousers","Bermudas","171407","2","February"
"296.4","6","791","DC","Washington","2018","Q1","City Trousers","Long lounge pants","168230","1","January"
"1444.6","11","2573","DC","Washington","2018","Q1","Dresses","Casual dresses","170928","2","February"
"337","4","793","DC","Washington","2018","Q1","Dresses","Evening wear","173658","2","February"
"636.4","10","1439","DC","Washington","2018","Q1","Dresses","Evening wear","177376","3","March"
"503.2","8","1092","DC","Washington","2018","Q1","Jackets","Boatwear","172438","2","February"
"90.8","1","182","DC","Washington","2018","Q1","Leather","Jackets","169776","1","January"
"446.9","3","684","DC","Washington","2018","Q1","Leather","Pants","169227","1","January"
"168.7","3","491","DC","Washington","2018","Q1","Leather","Shirts","173404","2","February"
"479.5","4","921","DC","Washington","2018","Q1","Outerwear","Night wear","168499","1","January"
"1170.6","12","2416","DC","Washington","2018","Q1","Overcoats","Dry wear","168994","1","January"
"940","7","1551","DC","Washington","2018","Q1","Overcoats","Dry wear","169011","1","January"
"1293.3","15","2670","DC","Washington","2018","Q1","Overcoats","Wet wear","169432","1","January"
"280.3","3","601","DC","Washington","2018","Q1","Overcoats","Wet wear","169476","1","January"
"502.9","5","923","DC","Washington","2018","Q1","Shirt Waist","2 Pocket shirts","177232","2","February"
"2381.1","27","5312","DC","Washington","2018","Q1","Shirt Waist","2 Pocket shirts","177380","3","March"
"507","7","1120","DC","Washington","2018","Q1","Shirt Waist","Long sleeve","177231","2","February"
"368.4","18","2103","DC","Washington","2018","Q1","Shirt Waist","Long sleeve","177248","2","February"
"765.1","9","1517","DC","Washington","2018","Q1","Shirt Waist","Long sleeve","177368","3","March"
"716","15","2393","DC","Washington","2018","Q1","Shirt Waist","Short sleeve","173974","2","February"
"432.4","4","839","DC","Washington","2018","Q1","Sweat-T-Shirts","Sweats","170108","2","February"
"6159.8","139","16026","DC","Washington","2018","Q1","Sweat-T-Shirts","T-Shirts","169306","1","January"
"1850.5","16","3215","DC","Washington","2018","Q1","Sweat-T-Shirts","T-Shirts","171910","2","February"
"8742.3","97","16699","DC","Washington","2018","Q1","Sweat-T-Shirts","T-Shirts","177264","2","February"
"22887","279","45690","DC","Washington","2018","Q1","Sweat-T-Shirts","T-Shirts","177264","3","March"
"1259.5","21","2847","DC","Washington","2018","Q1","Sweat-T-Shirts","T-Shirts","177275","3","March"
"190.6","2","364","DC","Washington","2018","Q1","Sweaters","Soft fabric","171889","2","February"
"457.7","5","911","DC","Washington","2018","Q1","Sweaters","Soft fabric","173673","2","February"
"2023.4","20","3828","DC","Washington","2018","Q1","Sweaters","Soft fabric","177325","3","March"
"209.4","11","1213","DC","Washington","2018","Q1","Sweaters","Turtleneck","168963","1","January"
"1369.2","17","3657","DC","Washington","2018","Q1","Sweaters","Turtleneck","170016","1","January"
"662.5","7","1605","DC","Washington","2018","Q1","Sweaters","Turtleneck","170016","2","February"
"7044.2","148","18363","DC","Washington","2018","Q1","Trousers","Party pants","169301","1","January"
"614.5","11","1718","DC","Washington","2018","Q1","Trousers","Party pants","173941","2","February"
"-1.8","1","86","DC","Washington","2018","Q2","Accessories","Belts,bags,wallets","146552","4","April"
"-5.9","1","86","DC","Washington","2018","Q2","Accessories","Belts,bags,wallets","163584","4","April"
"169.5","10","1084","DC","Washington","2018","Q2","Accessories","Belts,bags,wallets","169253","6","June"
"5967.4","80","12803","DC","Washington","2018","Q2","Accessories","Belts,bags,wallets","177860","4","April"
"605.8","11","1455","DC","Washington","2018","Q2","Accessories","Belts,bags,wallets","178435","4","April"
"560","12","2428","DC","Washington","2018","Q2","Accessories","Hair accessories","169478","6","June"
"308.5","6","696","DC","Washington","2018","Q2","Accessories","Hats,gloves,scarves","115121","4","April"
"35.9","2","217","DC","Washington","2018","Q2","Accessories","Hats,gloves,scarves","144290","4","April"
"-22.9","1","86","DC","Washington","2018","Q2","Accessories","Hats,gloves,scarves","159454","4","April"
"11.6","1","86","DC","Washington","2018","Q2","Accessories","Hats,gloves,scarves","160209","4","April"
"-0.5","1","86","DC","Washington","2018","Q2","Accessories","Hats,gloves,scarves","162542","4","April"
"135.9","2","490","DC","Washington","2018","Q2","Accessories","Hats,gloves,scarves","167106","6","June"
"3.7","1","86","DC","Washington","2018","Q2","Accessories","Jewelry","159438","4","April"
"-21.2","2","173","DC","Washington","2018","Q2","Accessories","Jewelry","159705","4","April"
"79.7","4","346","DC","Washington","2018","Q2","Accessories","Jewelry","159907","4","April"
"22.8","2","173","DC","Washington","2018","Q2","Accessories","Lounge wear","160556","4","April"
"20.7","4","521","DC","Washington","2018","Q2","Accessories","Lounge wear","167119","6","June"
"242.5","5","870","DC","Washington","2018","Q2","City Skirts","Full length","167846","6","June"
"-45.3","0","-54","DC","Washington","2018","Q2","City Skirts","Full length","173115","6","June"
"-16.6","2","216","DC","Washington","2018","Q2","City Trousers","Bermudas","171407","6","June"
"252.5","7","988","DC","Washington","2018","Q2","City Trousers","Long lounge pants","168230","6","June"
"-1.4","1","86","DC","Washington","2018","Q2","Dresses","Casual dresses","163506","4","April"
"251.2","2","425","DC","Washington","2018","Q2","Dresses","Casual dresses","170928","6","June"
"4049.1","78","11101","DC","Washington","2018","Q2","Dresses","Evening wear","166699","5","May"
"104.7","1","261","DC","Washington","2018","Q2","Dresses","Evening wear","173658","6","June"
"689","8","1293","DC","Washington","2018","Q2","Dresses","Skirts","177497","4","April"
"317.4","22","2384","DC","Washington","2018","Q2","Dresses","Sweater dresses","167017","5","May"
"126.6","2","326","DC","Washington","2018","Q2","Jackets","Boatwear","172438","6","June"
"967.7","12","1871","DC","Washington","2018","Q2","Jackets","Boatwear","177798","4","April"
"2.3","1","86","DC","Washington","2018","Q2","Jackets","Outdoor","162674","4","April"
"34.3","2","271","DC","Washington","2018","Q2","Jackets","Outdoor","167681","6","June"
"99.7","3","445","DC","Washington","2018","Q2","Leather","Jackets","169776","6","June"
"58","2","326","DC","Washington","2018","Q2","Leather","Shirts","173404","6","June"
"56.2","10","855","DC","Washington","2018","Q2","Outerwear","Day wear","158152","4","April"
"255.7","6","1033","DC","Washington","2018","Q2","Overcoats","Dry wear","168994","6","June"
"4.6","1","108","DC","Washington","2018","Q2","Overcoats","Dry wear","169011","6","June"
"3.4","1","141","DC","Washington","2018","Q2","Overcoats","Wet wear","167727","6","June"
"275.2","5","881","DC","Washington","2018","Q2","Overcoats","Wet wear","169432","6","June"
"81.2","1","217","DC","Washington","2018","Q2","Overcoats","Wet wear","169476","6","June"
"478","10","2025","DC","Washington","2018","Q2","Shirt Waist","2 Pocket shirts","166583","5","May"
"3806.2","56","9894","DC","Washington","2018","Q2","Shirt Waist","2 Pocket shirts","177380","4","April"
"797.8","14","2826","DC","Washington","2018","Q2","Shirt Waist","Long sleeve","166553","5","May"
"264","10","1084","DC","Washington","2018","Q2","Shirt Waist","Long sleeve","167042","5","May"
"945.4","20","2726","DC","Washington","2018","Q2","Shirt Waist","Long sleeve","167042","6","June"
"130.2","4","710","DC","Washington","2018","Q2","Shirt Waist","Short sleeve","164962","4","April"
"0.3","3","259","DC","Washington","2018","Q2","Shirt Waist","Short sleeve","165170","4","April"
"1194","13","2724","DC","Washington","2018","Q2","Shirt Waist","Short sleeve","166550","5","May"
"2192.2","28","4557","DC","Washington","2018","Q2","Shirt Waist","Short sleeve","177875","4","April"
"-44","2","173","DC","Washington","2018","Q2","Sweat-T-Shirts","T-Shirts","164356","4","April"
"17529","277","48214","DC","Washington","2018","Q2","Sweat-T-Shirts","T-Shirts","166544","5","May"
"339.1","4","806","DC","Washington","2018","Q2","Sweat-T-Shirts","T-Shirts","167695","6","June"
"43.3","1","185","DC","Washington","2018","Q2","Sweat-T-Shirts","T-Shirts","167809","6","June"
"470.2","30","2997","DC","Washington","2018","Q2","Sweat-T-Shirts","T-Shirts","169306","6","June"
"-8.89999999999999","2","190","DC","Washington","2018","Q2","Sweat-T-Shirts","T-Shirts","171910","6","June"
"-308.4","16","1384","DC","Washington","2018","Q2","Sweaters","Cardigan","144940","4","April"
